event_token,event_span,doc_id,source_MATRES,source_TBD,source_OneIE,type,has_relations_TBD,events_AFTER_TBD,has_relations_MATRES,events_AFTER_MATRES
blocked,[38096:38103),60232721,1,1,0,--,0,[],1,"['[37450:37454)', '[37632:37636)', '[37801:37809)', '[37880:37887)', '[37945:37952)', '[38048:38058)', '[38303:38309)', '[38358:38364)', '[38530:38538)']"
occurring,[38232:38241),60232721,1,0,0,--,0,[],1,['[38530:38538)']
banned,[38303:38309),60232721,1,1,0,--,0,[],1,"['[38084:38088)', '[38530:38538)']"
saying,[38358:38364),60232721,1,1,0,--,0,[],1,['[38084:38088)']
glorified,[38383:38392),60232721,1,1,0,--,1,['[38595:38599)'],1,"['[38084:38088)', '[38530:38538)']"
handled,[38485:38492),60232721,1,1,0,--,0,[],1,"['[38873:38878)', '[38965:38975)', '[39433:39440)']"
proposed,[38530:38538),60232721,1,1,0,--,1,"['[38814:38820)', '[38887:38891)', '[38999:39003)']",1,"['[38084:38088)', '[38358:38364)', '[38873:38878)', '[38965:38975)', '[39168:39173)', '[39214:39222)', '[39410:39419)', '[39433:39440)']"
asked,[38873:38878),60232721,1,1,0,--,1,"['[38999:39003)', '[39038:39046)', '[39079:39085)']",1,"['[39168:39173)', '[39214:39222)', '[39410:39419)', '[39433:39440)', '[39758:39763)']"
introduced,[38965:38975),60232721,1,0,0,--,0,[],1,"['[38873:38878)', '[39168:39173)', '[39214:39222)', '[39241:39253)', '[39410:39419)', '[39433:39440)', '[39614:39619)', '[39758:39763)']"
filed,[39168:39173),60232721,1,1,0,--,0,[],1,"['[39410:39419)', '[39433:39440)', '[39614:39619)', '[39758:39763)']"
accusing,[39214:39222),60232721,1,0,0,--,0,[],1,"['[39410:39419)', '[39433:39440)', '[39614:39619)', '[39758:39763)']"
broadcasting,[39241:39253),60232721,1,0,0,--,0,[],1,"['[39410:39419)', '[39433:39440)', '[39580:39588)', '[39614:39619)', '[39758:39763)']"
contested,[39410:39419),60232721,1,0,0,--,0,[],1,['[39758:39763)']
stating,[39433:39440),60232721,1,1,0,--,1,['[39634:39640)'],1,"['[39678:39689)', '[39758:39763)']"
affected,[39580:39588),60232721,1,1,0,--,1,"['[39634:39640)', '[39758:39763)']",1,"['[39168:39173)', '[39214:39222)', '[39614:39619)', '[39678:39689)', '[39758:39763)', '[39827:39832)', '[40079:40083)']"
taken,[39614:39619),60232721,1,1,0,--,1,['[39758:39763)'],1,"['[39410:39419)', '[39433:39440)', '[39758:39763)', '[39827:39832)', '[40079:40083)']"
cooperating,[39678:39689),60232721,1,1,0,--,0,[],1,['[39758:39763)']
noted,[39758:39763),60232721,1,1,0,--,0,[],0,[]
makes,[39827:39832),60232721,1,0,0,--,0,[],1,"['[39433:39440)', '[40079:40083)']"
carrying,[40042:40050),60232721,1,1,0,--,1,['[40292:40298)'],1,"['[39758:39763)', '[40410:40416)', '[40438:40450)']"
said,[40079:40083),60232721,1,1,0,--,1,"['[40292:40298)', '[40438:40450)']",1,"['[39433:39440)', '[39758:39763)', '[40410:40416)', '[40438:40450)', '[40475:40482)', '[40490:40495)']"
called,[40410:40416),60232721,1,1,0,--,1,"['[40475:40482)', '[40490:40495)', '[40577:40585)', '[40647:40649)']",1,"['[40475:40482)', '[40601:40608)']"
discontinued,[40438:40450),60232721,1,1,0,--,0,[],0,[]
tweeted,[40475:40482),60232721,1,1,0,--,0,[],0,[]
heard,[40490:40495),60232721,1,1,0,--,0,[],1,"['[40410:40416)', '[40438:40450)', '[40601:40608)']"
uttered,[40601:40608),60232721,1,1,0,--,0,[],1,"['[40438:40450)', '[40475:40482)', '[40692:40700)']"
affected,[40692:40700),60232721,1,1,0,--,0,[],1,"['[40410:40416)', '[40438:40450)', '[40475:40482)', '[40490:40495)', '[40959:40967)', '[41330:41335)']"
banned,[40877:40883),60232721,1,1,0,--,1,"['[40647:40649)', '[40959:40967)']",1,"['[40410:40416)', '[40438:40450)', '[40475:40482)', '[40490:40495)', '[40601:40608)', '[40692:40700)', '[40959:40967)', '[41330:41335)']"
reported,[40959:40967),60232721,1,1,0,--,0,[],1,"['[40410:40416)', '[40438:40450)', '[40475:40482)', '[40490:40495)', '[41330:41335)', '[41671:41680)', '[41793:41802)']"
noted,[41330:41335),60232721,1,1,0,--,1,['[41701:41707)'],1,"['[41671:41680)', '[41793:41802)']"
announced,[41671:41680),60232721,1,1,0,--,1,"['[41616:41624)', '[41793:41802)', '[41833:41839)', '[41876:41883)', '[42005:42008)']",1,"['[41793:41802)', '[41962:41968)', '[42060:42066)']"
committed,[41769:41778),60232721,1,1,0,--,1,['[42005:42008)'],1,"['[41330:41335)', '[41793:41802)', '[41962:41968)', '[41972:41978)', '[42060:42066)']"
continued,[41793:41802),60232721,1,1,0,--,1,"['[41701:41707)', '[42005:42008)']",1,"['[41962:41968)', '[42047:42058)', '[42060:42066)', '[42633:42637)']"
quoted,[41962:41968),60232721,1,1,0,--,0,[],1,"['[42633:42637)', '[42732:42738)']"
saying,[41972:41978),60232721,1,0,0,--,0,[],1,"['[41793:41802)', '[42277:42285)', '[42633:42637)', '[42732:42738)']"
backtracked,[42047:42058),60232721,1,1,0,--,0,[],0,[]
saying,[42060:42066),60232721,1,1,0,--,0,[],1,['[42633:42637)']
reported,[42277:42285),60232721,1,1,0,--,1,"['[42217:42225)', '[42662:42669)', '[42679:42684)']",1,"['[41671:41680)', '[41793:41802)', '[41962:41968)', '[42047:42058)', '[42060:42066)', '[42435:42441)', '[42514:42523)', '[42633:42637)', '[42715:42724)', '[42732:42738)']"
banned,[42435:42441),60232721,1,1,0,--,1,"['[42662:42669)', '[42679:42684)']",1,"['[42633:42637)', '[42715:42724)', '[42732:42738)']"
responded,[42514:42523),60232721,1,1,0,--,1,"['[42602:42612)', '[42633:42637)', '[42662:42669)', '[42679:42684)', '[42763:42767)']",1,"['[41793:41802)', '[42060:42066)', '[42633:42637)', '[42715:42724)', '[42732:42738)', '[42752:42759)', '[43124:43132)']"
said,[42633:42637),60232721,1,1,0,--,1,"['[42715:42724)', '[42727:42730)', '[42763:42767)']",1,"['[42715:42724)', '[42732:42738)', '[43124:43132)']"
announced,[42715:42724),60232721,1,1,0,--,1,['[42679:42684)'],1,['[43124:43132)']
adding,[42732:42738),60232721,1,1,0,--,0,[],1,['[43124:43132)']
working,[42752:42759),60232721,1,1,0,--,1,['[43141:43144)'],1,"['[42633:42637)', '[43124:43132)']"
classified,[42906:42916),60232721,1,1,0,--,1,"['[42679:42684)', '[42715:42724)', '[42732:42738)', '[42763:42767)', '[43045:43052)', '[43141:43144)']",1,"['[42633:42637)', '[42715:42724)', '[42732:42738)', '[42752:42759)', '[43124:43132)', '[43167:43177)', '[43256:43266)', '[43315:43321)', '[43381:43387)', '[43408:43414)']"
reported,[43124:43132),60232721,1,1,0,--,1,['[43141:43144)'],0,[]
considered,[43167:43177),60232721,1,1,0,--,0,[],1,"['[42732:42738)', '[43124:43132)', '[43315:43321)', '[43408:43414)']"
introduced,[43256:43266),60232721,1,1,0,--,1,"['[43141:43144)', '[43369:43376)', '[43381:43387)', '[43543:43549)']",1,"['[42633:42637)', '[42715:42724)', '[42732:42738)', '[43124:43132)', '[43167:43177)', '[43381:43387)', '[43408:43414)']"
passed,[43315:43321),60232721,1,1,0,--,1,"['[43124:43132)', '[43141:43144)', '[43369:43376)', '[43381:43387)', '[43408:43414)', '[43543:43549)']",1,"['[42715:42724)', '[42732:42738)', '[43124:43132)', '[43408:43414)']"
passed,[43381:43387),60232721,1,1,0,--,1,"['[43141:43144)', '[43543:43549)']",1,"['[42633:42637)', '[42715:42724)', '[42732:42738)', '[43124:43132)', '[43167:43177)', '[43315:43321)']"
became,[43408:43414),60232721,1,1,0,--,1,"['[43141:43144)', '[43543:43549)']",1,['[43124:43132)']
attacks,[105:112),60232721,0,1,1,Conflict:Attack,1,"['[277:286)', '[371:377)']",0,[]
attack,[371:377),60232721,0,1,1,Conflict:Attack,1,['[806:811)'],0,[]
attacks,[396:403),60232721,0,1,1,Conflict:Attack,1,['[806:811)'],0,[]
described,[514:523),60232721,0,1,0,--,1,"['[661:668)', '[788:793)', '[806:811)']",0,[]
engaging,[712:720),60232721,0,1,0,--,1,"['[595:603)', '[618:625)', '[832:839)', '[850:856)', '[983:992)', '[1040:1049)']",0,[]
act,[736:739),60232721,0,1,0,--,1,['[618:625)'],0,[]
trial,[788:793),60232721,0,1,1,Justice:Trial-Hearing,0,[],0,[]
start,[806:811),60232721,0,1,0,--,0,[],0,[]
attacks,[832:839),60232721,0,1,1,Conflict:Attack,1,"['[788:793)', '[806:811)', '[1040:1049)']",0,[]
increase,[863:871),60232721,0,1,0,--,1,"['[788:793)', '[806:811)']",0,[]
attacks,[997:1004),60232721,0,1,1,Conflict:Attack,1,"['[788:793)', '[806:811)', '[1108:1119)', '[1142:1149)']",0,[]
inquiry,[1142:1149),60232721,0,1,0,--,0,[],0,[]
attacks,[1196:1203),60232721,0,1,1,Conflict:Attack,1,"['[806:811)', '[1040:1049)', '[1408:1416)']",0,[]
shootings,[1234:1243),60232721,0,1,1,Conflict:Attack,0,[],0,[]
considered,[1303:1313),60232721,0,1,0,--,0,[],0,[]
attacks,[1380:1387),60232721,0,1,1,Conflict:Attack,1,"['[1040:1049)', '[1108:1119)', '[1142:1149)', '[1509:1517)', '[1540:1548)', '[1569:1573)']",0,[]
shooting,[1408:1416),60232721,0,1,1,Conflict:Attack,1,['[1142:1149)'],0,[]
massacre,[1450:1458),60232721,0,1,1,Life:Die,1,"['[1040:1049)', '[1108:1119)', '[1142:1149)', '[1234:1243)', '[1303:1313)', '[1509:1517)', '[1540:1548)', '[1569:1573)', '[1657:1666)', '[1759:1765)']",0,[]
shooting,[1509:1517),60232721,0,1,1,Conflict:Attack,1,"['[1408:1416)', '[1657:1666)', '[1759:1765)']",0,[]
massacre,[1540:1548),60232721,0,1,1,Life:Die,1,"['[1408:1416)', '[1609:1619)', '[1657:1666)', '[1701:1708)', '[1759:1765)', '[1862:1870)']",0,[]
rejected,[1862:1870),60232721,0,1,0,--,0,[],0,[]
call,[2544:2548),60232721,0,1,0,--,0,[],0,[]
been,[2617:2621),60232721,0,1,0,--,1,"['[2381:2387)', '[2719:2723)', '[2752:2756)', '[2761:2765)']",0,[]
shooting,[2683:2691),60232721,0,1,1,Conflict:Attack,1,"['[2381:2387)', '[2719:2723)', '[2737:2740)', '[2752:2756)', '[2761:2765)', '[2771:2779)', '[2825:2829)', '[2830:2838)', '[2868:2874)', '[2959:2964)', '[2990:2998)', '[3251:3255)']",0,[]
live,[2825:2829),60232721,0,1,0,--,0,[],0,[]
attack,[2868:2874),60232721,0,1,1,Conflict:Attack,1,"['[2719:2723)', '[2761:2765)', '[2771:2779)', '[2990:2998)', '[3003:3009)', '[3189:3194)', '[3251:3255)', '[3280:3284)']",0,[]
drive,[2959:2964),60232721,0,1,0,--,0,[],0,[]
shooting,[2990:2998),60232721,0,1,1,Conflict:Attack,1,"['[2830:2838)', '[3251:3255)', '[3280:3284)']",0,[]
found,[3189:3194),60232721,0,1,0,--,1,"['[3251:3255)', '[3267:3276)', '[3280:3284)', '[3351:3361)', '[3422:3429)', '[3514:3520)']",0,[]
play,[3280:3284),60232721,0,1,0,--,0,[],0,[]
greeted,[3422:3429),60232721,0,1,0,--,0,[],0,[]
attacks,[3528:3535),60232721,0,1,1,Conflict:Attack,1,"['[3549:3554)', '[3590:3598)', '[3636:3641)', '[3644:3649)', '[3699:3708)', '[3746:3754)', '[3792:3798)', '[3926:3935)']",0,[]
shots,[3644:3649),60232721,0,1,1,Conflict:Attack,1,"['[3792:3798)', '[3926:3935)']",0,[]
shooting,[3746:3754),60232721,0,1,1,Conflict:Attack,0,[],0,[]
attack,[3956:3962),60232721,0,1,1,Conflict:Attack,1,"['[4144:4152)', '[4197:4201)']",0,[]
fire,[4350:4354),60232721,0,1,0,--,0,[],0,[]
fired,[4370:4375),60232721,0,1,1,Conflict:Attack,1,"['[4435:4441)', '[4467:4473)', '[4519:4526)', '[4545:4553)', '[4569:4573)', '[4828:4835)']",0,[]
attack,[5070:5076),60232721,0,1,1,Conflict:Attack,1,"['[5170:5179)', '[5229:5233)']",0,[]
unable,[5219:5225),60232721,0,1,0,--,1,"['[5361:5369)', '[5415:5423)', '[5446:5450)', '[5499:5502)']",0,[]
find,[5229:5233),60232721,0,1,0,--,0,[],0,[]
stopping,[5415:5423),60232721,0,1,0,--,1,['[5446:5450)'],0,[]
attack,[5428:5434),60232721,0,1,1,Conflict:Attack,1,"['[5170:5179)', '[5446:5450)', '[5468:5473)', '[5499:5502)', '[5569:5573)', '[5616:5624)']",0,[]
about,[5607:5612),60232721,0,1,0,--,1,['[5730:5735)'],0,[]
retrieve,[5616:5624),60232721,0,1,0,--,1,['[5730:5735)'],0,[]
attempt,[5858:5865),60232721,0,1,0,--,0,[],0,[]
draw,[5869:5873),60232721,0,1,0,--,0,[],0,[]
shouting,[5926:5934),60232721,0,1,0,--,0,[],0,[]
firing,[5992:5998),60232721,0,1,1,Conflict:Attack,0,[],0,[]
attack[s,[6209:6217),60232721,0,1,0,--,1,"['[6284:6292)', '[6362:6366)', '[6382:6388)', '[6457:6463)', '[6507:6511)']",0,[]
call,[6362:6366),60232721,0,1,0,--,1,"['[6382:6388)', '[6457:6463)', '[6507:6511)', '[6663:6672)']",0,[]
arrest,[6457:6463),60232721,0,1,1,Justice:Arrest-Jail,1,"['[6257:6267)', '[6507:6511)', '[6545:6553)', '[6663:6672)', '[6794:6802)', '[6870:6876)']",0,[]
continue,[6545:6553),60232721,0,1,0,--,1,['[6663:6672)'],0,[]
attacks,[6558:6565),60232721,0,1,1,Conflict:Attack,1,"['[6382:6388)', '[6663:6672)', '[6794:6802)', '[6851:6863)', '[6870:6876)']",0,[]
continue,[6794:6802),60232721,0,1,0,--,1,"['[6851:6863)', '[6870:6876)']",0,[]
attack,[6812:6818),60232721,0,1,1,Conflict:Attack,1,"['[6851:6863)', '[6870:6876)', '[6888:6895)', '[6986:6992)']",0,[]
attacks,[7000:7007),60232721,0,1,1,Conflict:Attack,1,"['[6663:6672)', '[6851:6863)', '[6870:6876)', '[6888:6895)', '[7205:7211)', '[7277:7281)', '[7308:7312)', '[7384:7388)']",0,[]
attacks,[7190:7197),60232721,0,1,1,Conflict:Attack,1,"['[6851:6863)', '[6870:6876)', '[7205:7211)', '[7277:7281)', '[7308:7312)', '[7384:7388)', '[7414:7421)', '[7460:7467)', '[7559:7570)']",0,[]
attacks,[7429:7436),60232721,0,1,1,Conflict:Attack,1,"['[7277:7281)', '[7559:7570)']",0,[]
attacks,[7656:7663),60232721,0,1,1,Conflict:Attack,1,"['[7384:7388)', '[7832:7841)', '[7893:7901)', '[7978:7987)']",0,[]
listed,[7854:7860),60232721,0,1,0,--,1,"['[7753:7761)', '[7978:7987)']",0,[]
register,[7893:7901),60232721,0,1,0,--,0,[],0,[]
murder,[8554:8560),60232721,0,1,1,Life:Die,1,"['[8342:8346)', '[8608:8614)', '[8726:8735)', '[8736:8744)', '[8921:8929)', '[9006:9019)']",0,[]
attacks,[8580:8587),60232721,0,1,1,Conflict:Attack,1,"['[8342:8346)', '[8469:8475)', '[8608:8614)', '[8628:8634)', '[8726:8735)', '[8736:8744)', '[8921:8929)', '[9006:9019)']",0,[]
arrest,[8608:8614),60232721,0,1,1,Justice:Arrest-Jail,1,"['[8485:8492)', '[8736:8744)', '[9006:9019)']",0,[]
living,[8628:8634),60232721,0,1,0,--,1,"['[8485:8492)', '[8726:8735)', '[8736:8744)', '[8921:8929)', '[9006:9019)']",0,[]
obsessed,[9061:9069),60232721,0,1,0,--,1,"['[9365:9368)', '[9373:9377)']",0,[]
attacks,[9085:9092),60232721,0,1,1,Conflict:Attack,1,"['[9006:9019)', '[9365:9368)', '[9373:9377)']",0,[]
committed,[9093:9102),60232721,0,1,0,--,1,"['[9006:9019)', '[9365:9368)', '[9373:9377)', '[9437:9444)']",0,[]
started,[9143:9150),60232721,0,1,0,--,1,"['[9006:9019)', '[9365:9368)', '[9373:9377)', '[9437:9444)']",0,[]
attack,[9163:9169),60232721,0,1,1,Conflict:Attack,1,"['[9006:9019)', '[9365:9368)', '[9373:9377)', '[9437:9444)']",0,[]
shootings,[9199:9208),60232721,0,1,1,Conflict:Attack,1,"['[9006:9019)', '[9276:9283)', '[9302:9310)', '[9330:9337)', '[9365:9368)', '[9373:9377)', '[9437:9444)', '[9572:9579)', '[9909:9913)']",0,[]
attacks,[9276:9283),60232721,0,1,1,Conflict:Attack,1,"['[9006:9019)', '[9437:9444)', '[9572:9579)']",0,[]
see,[9365:9368),60232721,0,1,0,--,0,[],0,[]
read,[9373:9377),60232721,0,1,0,--,0,[],0,[]
contact,[9462:9469),60232721,0,1,0,--,1,"['[9365:9368)', '[9373:9377)', '[9572:9579)']",0,[]
shooting,[9526:9534),60232721,0,1,0,--,1,"['[9330:9337)', '[9365:9368)', '[9373:9377)', '[9572:9579)', '[9809:9819)', '[9897:9905)', '[9909:9913)', '[9930:9937)']",0,[]
meet,[9909:9913),60232721,0,1,0,--,0,[],0,[]
linking,[9930:9937),60232721,0,1,0,--,0,[],0,[]
battles,[9987:9994),60232721,0,1,0,--,1,"['[9897:9905)', '[9909:9913)', '[9930:9937)']",0,[]
weakened,[10342:10350),60232721,0,1,0,--,0,[],0,[]
prevent,[10363:10370),60232721,0,1,0,--,0,[],0,[]
intervention,[10395:10407),60232721,0,1,0,--,0,[],0,[]
campaign,[10460:10468),60232721,0,1,0,--,1,['[10498:10502)'],0,[]
intervention,[10518:10530),60232721,0,1,0,--,0,[],0,[]
remove,[10613:10619),60232721,0,1,0,--,0,[],0,[]
attacks,[10684:10691),60232721,0,1,1,Conflict:Attack,1,"['[10395:10407)', '[10498:10502)', '[10518:10530)', '[10613:10619)', '[10921:10928)', '[10942:10948)', '[11144:11148)', '[11270:11274)']",0,[]
deleted,[10813:10820),60232721,0,1,0,--,1,['[10921:10928)'],0,[]
complaint,[11180:11189),60232721,0,1,0,--,1,"['[11289:11293)', '[11444:11453)']",0,[]
conversation,[11236:11248),60232721,0,1,0,--,1,"['[11289:11293)', '[11310:11314)', '[11322:11327)', '[11348:11352)', '[11386:11390)', '[11416:11422)', '[11444:11453)', '[11547:11556)']",0,[]
meet,[11270:11274),60232721,0,1,0,--,0,[],0,[]
take,[11348:11352),60232721,0,1,0,--,1,"['[11386:11390)', '[11416:11422)', '[11444:11453)']",0,[]
unable,[11406:11412),60232721,0,1,0,--,1,"['[11270:11274)', '[11444:11453)', '[11547:11556)']",0,[]
locate,[11416:11422),60232721,0,1,0,--,1,['[11444:11453)'],0,[]
used,[11609:11613),60232721,0,1,0,--,1,"['[11270:11274)', '[11289:11293)', '[11386:11390)', '[11406:11412)', '[11416:11422)', '[11444:11453)', '[11684:11688)', '[11756:11763)', '[11764:11770)', '[11815:11824)', '[11838:11847)', '[11933:11939)', '[12081:12087)']",0,[]
acquiring,[11815:11824),60232721,0,1,1,Transaction:Transfer-Ownership,1,"['[11838:11847)', '[11933:11939)', '[12081:12087)']",0,[]
were,[12029:12033),60232721,0,1,0,--,1,"['[12081:12087)', '[12169:12177)']",0,[]
attacks,[12055:12062),60232721,0,1,1,Conflict:Attack,1,"['[11684:11688)', '[11838:11847)', '[12081:12087)', '[12169:12177)', '[12252:12261)']",0,[]
detect,[12081:12087),60232721,0,1,0,--,0,[],0,[]
purchased,[12252:12261),60232721,0,1,0,--,1,"['[11933:11939)', '[12081:12087)']",0,[]
conflicts,[12396:12405),60232721,0,1,1,Conflict:Attack,1,"['[12081:12087)', '[12169:12177)']",0,[]
battles,[12417:12424),60232721,0,1,1,Conflict:Attack,1,"['[12081:12087)', '[12169:12177)', '[12252:12261)']",0,[]
used,[12643:12647),60232721,0,1,0,--,1,"['[13063:13068)', '[13193:13198)']",0,[]
were,[12879:12883),60232721,0,1,0,--,1,"['[13063:13068)', '[13132:13139)', '[13193:13198)']",0,[]
attached,[13102:13110),60232721,0,1,0,--,1,['[13193:13198)'],0,[]
attacks,[13400:13407),60232721,0,1,1,Conflict:Attack,1,"['[13063:13068)', '[13132:13139)', '[13193:13198)', '[13507:13514)', '[13540:13547)', '[13656:13662)', '[13920:13927)']",0,[]
attacks,[13507:13514),60232721,0,1,1,Conflict:Attack,1,"['[13193:13198)', '[13386:13390)', '[13920:13927)']",0,[]
removed,[13920:13927),60232721,0,1,0,--,0,[],0,[]
displays,[13943:13951),60232721,0,1,0,--,0,[],0,[]
genocide,[14188:14196),60232721,0,1,1,Life:Die,1,"['[13920:13927)', '[13943:13951)', '[14265:14270)', '[14347:14351)', '[14355:14363)', '[14503:14507)']",0,[]
filmed,[15419:15425),60232721,0,1,0,--,0,[],0,[]
photographed,[15430:15442),60232721,0,1,0,--,0,[],0,[]
pixellated,[15477:15487),60232721,0,1,0,--,0,[],0,[]
seek,[15707:15711),60232721,0,1,0,--,1,['[15738:15749)'],0,[]
complaint,[15837:15846),60232721,0,1,0,--,0,[],0,[]
charges,[16047:16054),60232721,0,1,1,Justice:Charge-Indict,1,"['[16163:16170)', '[16190:16197)', '[16214:16221)']",0,[]
consideration,[16136:16149),60232721,0,1,0,--,1,"['[16163:16170)', '[16214:16221)']",0,[]
hearing,[16163:16170),60232721,0,1,1,Justice:Trial-Hearing,0,[],0,[]
undergo,[16214:16221),60232721,0,1,0,--,0,[],0,[]
assessment,[16236:16246),60232721,0,1,0,--,0,[],0,[]
engaging,[16351:16359),60232721,0,1,0,--,1,"['[16163:16170)', '[16190:16197)', '[16214:16221)', '[16236:16246)', '[16525:16530)', '[16604:16612)']",0,[]
engaging,[16733:16741),60232721,0,1,0,--,1,"['[16604:16612)', '[16848:16857)', '[16893:16898)', '[16940:16943)', '[16981:16990)', '[16995:17000)', '[17007:17011)', '[17071:17077)', '[17102:17107)', '[17163:17172)']",0,[]
plead,[16893:16898),60232721,0,1,0,--,1,['[17007:17011)'],0,[]
trial,[16995:17000),60232721,0,1,1,Justice:Trial-Hearing,0,[],0,[]
last,[17007:17011),60232721,0,1,0,--,0,[],0,[]
avoid,[17102:17107),60232721,0,1,0,--,0,[],0,[]
coinciding,[17108:17118),60232721,0,1,0,--,0,[],0,[]
murder,[17177:17183),60232721,0,1,1,Life:Die,1,"['[16981:16990)', '[17007:17011)', '[17102:17107)', '[17108:17118)', '[17424:17430)', '[17456:17462)']",0,[]
involving,[17184:17193),60232721,0,1,0,--,1,"['[17102:17107)', '[17456:17462)']",0,[]
granted,[17299:17306),60232721,0,1,0,--,1,['[17456:17462)'],0,[]
extend,[17424:17430),60232721,0,1,0,--,0,[],0,[]
impose,[17456:17462),60232721,0,1,0,--,0,[],0,[]
distribution,[17881:17893),60232721,0,1,0,--,1,"['[17984:17991)', '[17992:18000)']",0,[]
explore,[17984:17991),60232721,0,1,0,--,0,[],0,[]
amending,[17992:18000),60232721,0,1,0,--,0,[],0,[]
restrict,[18037:18045),60232721,0,1,0,--,0,[],0,[]
received,[18063:18071),60232721,0,1,0,--,0,[],0,[]
sent,[18076:18080),60232721,0,1,0,--,0,[],0,[]
incident,[18172:18180),60232721,0,1,1,Conflict:Attack,1,"['[17853:17863)', '[17948:17957)', '[17984:17991)', '[17992:18000)', '[18037:18045)', '[18063:18071)', '[18076:18080)', '[18347:18356)', '[18386:18391)', '[18423:18427)', '[18553:18557)', '[18632:18637)']",0,[]
understood,[18226:18236),60232721,0,1,0,--,1,"['[17984:17991)', '[18347:18356)', '[18386:18391)', '[18423:18427)']",0,[]
arrest,[18246:18252),60232721,0,1,1,Justice:Arrest-Jail,1,"['[17984:17991)', '[17992:18000)', '[18037:18045)', '[18076:18080)', '[18347:18356)', '[18386:18391)', '[18423:18427)', '[18553:18557)', '[18632:18637)']",0,[]
criticism,[18347:18356),60232721,0,1,0,--,0,[],0,[]
react,[18386:18391),60232721,0,1,0,--,0,[],0,[]
step,[18976:18980),60232721,0,1,0,--,1,"['[19063:19068)', '[19112:19118)']",0,[]
secure,[19112:19118),60232721,0,1,0,--,0,[],0,[]
tours,[19368:19373),60232721,0,1,0,--,0,[],0,[]
target,[19671:19677),60232721,0,1,1,Conflict:Attack,1,"['[19786:19792)', '[19824:19830)', '[20005:20011)', '[20081:20086)']",0,[]
incident,[19835:19843),60232721,0,1,1,Conflict:Attack,1,"['[19786:19792)', '[19935:19944)', '[20005:20011)', '[20081:20086)']",0,[]
act,[19848:19851),60232721,0,1,0,--,1,"['[19786:19792)', '[19935:19944)', '[19990:19994)', '[20005:20011)', '[20081:20086)']",0,[]
attack,[19978:19984),60232721,0,1,1,Conflict:Attack,1,"['[19990:19994)', '[20005:20011)', '[20023:20030)', '[20061:20066)', '[20081:20086)', '[20117:20124)', '[20205:20213)', '[20217:20227)', '[20245:20253)', '[20328:20336)', '[20423:20427)', '[20634:20638)']",0,[]
render,[20005:20011),60232721,0,1,0,--,0,[],0,[]
accused,[20023:20030),60232721,0,1,0,--,1,"['[20117:20124)', '[20217:20227)']",0,[]
attacks,[20038:20045),60232721,0,1,1,Conflict:Attack,1,"['[19935:19944)', '[20117:20124)', '[20205:20213)', '[20217:20227)', '[20245:20253)', '[20305:20310)', '[20328:20336)', '[20423:20427)', '[20454:20463)', '[20587:20594)', '[20613:20616)', '[20634:20638)']",0,[]
speak,[20081:20086),60232721,0,1,0,--,0,[],0,[]
meeting,[20117:20124),60232721,0,1,1,Contact:Meet,1,"['[20081:20086)', '[20328:20336)', '[20423:20427)', '[20613:20616)', '[20634:20638)']",0,[]
coordinate,[20217:20227),60232721,0,1,0,--,1,"['[20423:20427)', '[20613:20616)', '[20634:20638)']",0,[]
response,[20245:20253),60232721,0,1,0,--,0,[],0,[]
rally,[20305:20310),60232721,0,1,1,Conflict:Demonstrate,1,"['[20245:20253)', '[20454:20463)', '[20531:20538)', '[20613:20616)', '[20634:20638)', '[20834:20838)']",0,[]
engagements,[20485:20496),60232721,0,1,0,--,1,"['[20613:20616)', '[20634:20638)']",0,[]
opening,[20531:20538),60232721,0,1,0,--,1,"['[20613:20616)', '[20634:20638)']",0,[]
fly,[20613:20616),60232721,0,1,1,Movement:Transport,0,[],0,[]
join,[20634:20638),60232721,0,1,0,--,0,[],0,[]
meetings,[20648:20656),60232721,0,1,1,Contact:Meet,1,['[20834:20838)'],0,[]
directive,[20702:20711),60232721,0,1,0,--,1,"['[20613:20616)', '[20634:20638)', '[20824:20830)', '[20834:20838)', '[20842:20849)', '[20872:20881)', '[20908:20912)', '[20963:20967)']",0,[]
flown,[20774:20779),60232721,0,1,0,--,1,"['[20834:20838)', '[20842:20849)', '[20908:20912)']",0,[]
hold,[20834:20838),60232721,0,1,0,--,0,[],0,[]
inquiry,[20842:20849),60232721,0,1,0,--,0,[],0,[]
attacks,[20859:20866),60232721,0,1,1,Conflict:Attack,1,"['[20613:20616)', '[20634:20638)', '[20648:20656)', '[20693:20699)', '[20774:20779)', '[20963:20967)', '[20995:21000)', '[21030:21032)', '[21122:21130)', '[21136:21140)', '[21304:21310)']",0,[]
take,[20908:20912),60232721,0,1,0,--,0,[],0,[]
inquiry,[20947:20954),60232721,0,1,0,--,0,[],0,[]
do,[21030:21032),60232721,0,1,0,--,0,[],0,[]
disclose,[21122:21130),60232721,0,1,0,--,0,[],0,[]
put,[21180:21183),60232721,0,1,0,--,1,"['[21122:21130)', '[21304:21310)', '[21617:21622)', '[21687:21694)']",0,[]
willing,[21293:21300),60232721,0,1,0,--,1,"['[21617:21622)', '[21627:21634)', '[21687:21694)']",0,[]
reveal,[21304:21310),60232721,0,1,0,--,0,[],0,[]
operations,[21345:21355),60232721,0,1,0,--,1,"['[21617:21622)', '[21687:21694)']",0,[]
Commission,[21529:21539),60232721,0,1,0,--,1,['[21687:21694)'],0,[]
